id_estudante,matricula,nome,id_curso,ano_ingresso,situacao,bairro,cidade,idade
2710,9880977261,Thomas Almeida,1,2026,ATIVO,Farol,Maceió,34
2711,6358837451,Pedro Lucas Ribeiro,5,2023,ATIVO,Tabuleiro do Martins,Maceió,26
2712,8828464259,João Lucas Sales,2,2023,ATIVO,Jacintinho,Maceió,18
2713,1733041682,Nathan Caldeira,6,2025,TRANCADO,Petrópolis,Maceió,30
2714,3180474877,Anthony Gabriel Porto,6,2025,ATIVO,Jardim Petrópolis,Maceió,31
2715,7807125773,Rafaela Sampaio,1,2024,ATIVO,Riacho Doce,Maceió,30
2716,792960000,Rael Lopes,5,2026,ATIVO,Brejo,Barra de São Miguel,21
2717,1088275620,Pedro Miguel Viana,6,2022,ATIVO,Santa Lúcia,Maceió,22
2718,7596545303,Enzo Teixeira,3,2024,TRANCADO,Cruz das Almas,Maceió,33
2719,4572093403,Yuri Abreu,1,2025,ATIVO,Chã da Jaqueira,Maceió,18
2720,2268920532,Emanuella Teixeira,4,2026,ATIVO,Rio Novo,Maceió,19
2721,5281760972,Henry Jesus,1,2026,ATIVO,Raimundo Marinho,Penedo,22
2722,8473873137,Mariane Siqueira,3,2025,ATIVO,Quebra Cachimbo,Barra de São Miguel,17
2723,9775398722,Davi Pires,7,2022,ATIVO,Jatiúca,Maceió,30
2724,7119288361,Maria Isis Lopes,1,2022,EVADIDO,Guaxuma,Maceió,25
2725,4658880889,Maysa Cunha,4,2022,ATIVO,Rio Novo,Maceió,21
2726,5538338867,Luan Gonçalves,3,2024,ATIVO,Santa Lúcia,Maceió,28
2727,7324048857,Antony Leão,3,2025,EVADIDO,Serraria,Maceió,32
2728,735893711,Lucas Gabriel Porto,7,2025,ATIVO,Gruta de Lourdes,Maceió,23
2729,2454603481,Alexandre Martins,3,2022,ATIVO,Goiti,Palmeira dos Índios,23
2730,8518827115,Heitor Duarte,5,2025,ATIVO,Pitanguinha,Maceió,29
2731,2521312156,Calebe Rios,4,2022,ATIVO,São Jorge,Maceió,17
2732,2118360687,Fernanda Oliveira,3,2024,ATIVO,Barro Duro,Maceió,26
2733,3846798044,Davi Miguel da Paz,3,2024,ATIVO,Santa Amélia,Maceió,22
2734,3855485410,Vicente Pimenta,5,2023,ATIVO,Feitosa,Maceió,29
2735,9327704314,Alexandre Sampaio,4,2026,ATIVO,Pontal da Barra,Maceió,33
2736,575621558,Maria Cecília Camargo,3,2026,TRANCADO,Levada,Maceió,23
2737,4287423436,João Garcia,5,2023,EVADIDO,Santo Amaro,Maceió,34
2738,1845227731,Nina Gomes,3,2025,ATIVO,Vergel do Lago,Maceió,24
2739,4928264319,Luigi Araújo,6,2025,ATIVO,Serraria,Maceió,30
2740,5200506338,Maitê Aparecida,3,2022,ATIVO,Ouro Preto,Maceió,34
2741,9677735211,Miguel Rodrigues,2,2023,EVADIDO,Ponta Grossa,Maceió,25
2742,6087507358,Noah Casa Grande,1,2022,ATIVO,Mutange,Maceió,26
2743,3876520053,Josué Viana,6,2022,ATIVO,Jacintinho,Maceió,16
2744,2515569253,Eduardo da Conceição,3,2025,ATIVO,Pescaria,Maceió,17
2745,4347851805,Larissa da Conceição,5,2025,ATIVO,Guaxuma,Maceió,32
2746,7695990787,Ísis Vieira,2,2024,ATIVO,Santa Amélia,Maceió,21
2747,4188644106,Ana Beatriz Garcia,3,2025,ATIVO,Ouro Preto,Maceió,24
2748,1928953234,Antony Lima,7,2026,ATIVO,Levada,Maceió,24
2749,9168849769,Oliver Cavalcanti,2,2022,TRANCADO,Barro Duro,Maceió,16
2750,8640594641,Maria Júlia Barbosa,5,2024,ATIVO,Ponta da Terra,Maceió,25
2751,6355104226,Isabel Abreu,3,2022,ATIVO,Poço,Maceió,27
2752,1759672989,Enzo Gabriel Moura,5,2023,TRANCADO,Levada,Maceió,17
2753,4858035598,Ana Clara Pimenta,1,2024,ATIVO,Levada,Maceió,27
2754,4044651389,Vicente Correia,5,2025,ATIVO,Antares,Maceió,20
2755,2631227610,Ana Julia da Cunha,6,2022,ATIVO,Santo Amaro,Maceió,17
2756,563309235,Luísa Sá,7,2025,TRANCADO,Ribeira,Palmeira dos Índios,30
2757,5608180719,Daniela Leão,6,2023,ATIVO,Santa Amélia,Maceió,25
2758,410165686,Eduardo Borges,2,2023,ATIVO,Trapiche da Barra,Maceió,32
2759,6413843904,Caio Pacheco,3,2025,ATIVO,Pontal da Barra,Maceió,22
2760,7461259321,Maria Luiza Barbosa,6,2024,ATIVO,Mutange,Maceió,33
2761,1478211882,Raul da Paz,1,2026,ATIVO,Ponta Grossa,Maceió,31
2762,5216677964,Rafaela Machado,7,2024,ATIVO,Barro Duro,Maceió,23
2763,8717853911,Dom Nogueira,7,2025,ATIVO,Jacintinho,Maceió,30
2764,1116069497,Vitória Nascimento,1,2023,ATIVO,Clima Bom,Maceió,22
2765,7752273415,Benjamim da Cunha,6,2026,ATIVO,Jatiúca,Maceió,35
2766,5020723616,Luana Ferreira,1,2026,ATIVO,Petrópolis,Maceió,32
2767,6044861926,Luiz Fernando Costa,1,2022,TRANCADO,Ponta da Terra,Maceió,34
2768,5344534416,Davi Rodrigues,3,2023,ATIVO,Ponta Verde,Maceió,32
2769,9812791370,Yasmin Santos,6,2026,TRANCADO,Pitanguinha,Maceió,33
2770,6311256132,Clara Costa,7,2023,ATIVO,Prado,Maceió,31
2771,7242860684,Theodoro Souza,3,2026,ATIVO,Jacintinho,Maceió,21
2772,2179289489,João Barbosa,6,2026,TRANCADO,Clima Bom,Maceió,17
2773,7287144153,Luiz Felipe Souza,3,2025,ATIVO,São Jorge,Maceió,23
2774,8428926102,Maria Sophia Fonseca,6,2024,ATIVO,Chã da Jaqueira,Maceió,23
2775,128669811,Caroline Costela,1,2025,ATIVO,Ouro Preto,Maceió,24
2776,3568196533,Vitória Novais,6,2026,ATIVO,Vergel do Lago,Maceió,33
2777,9224902016,Clara Lima,2,2023,ATIVO,Barro Duro,Maceió,26
2778,4940594399,Maria Isis da Costa,1,2024,EVADIDO,Chã da Jaqueira,Maceió,35
2779,8077738502,Mirella Ferreira,2,2024,ATIVO,Ouro Preto,Maceió,17
2780,4159622569,Lucca Almeida,5,2026,ATIVO,Ipioca,Maceió,19
2781,7452752233,Hadassa Vieira,6,2025,ATIVO,Cidade Universitária,Maceió,26
2782,8435932472,Anthony Gabriel da Costa,7,2026,ATIVO,Pajuçara,Maceió,32
2783,5681758659,Raul Sousa,4,2022,ATIVO,Centro,Penedo,16
2784,7893155049,Heloísa Câmara,3,2023,ATIVO,Jacintinho,Maceió,24
2785,4686449705,Cecilia Moreira,6,2026,ATIVO,Ponta Grossa,Maceió,25
2786,1874329214,Júlia Vargas,1,2025,ATIVO,Clima Bom,Maceió,29
2787,2456098419,Luara Vieira,7,2026,ATIVO,Ponta da Terra,Maceió,31
2788,6970250577,Kevin Monteiro,7,2025,ATIVO,Mutange,Maceió,20
2789,9912008575,Marcela Caldeira,1,2024,TRANCADO,Jatiúca,Maceió,24
2790,7593247542,Pedro Henrique Marques,4,2026,ATIVO,São Jorge,Maceió,26
2791,9594292988,Kamilly Cunha,2,2026,ATIVO,Tabuleiro do Martins,Maceió,20
2792,3423504429,Yasmin Teixeira,3,2024,ATIVO,Feitosa,Maceió,18
2793,9180499236,Pedro Henrique Novaes,1,2022,ATIVO,Pinheiro,Maceió,29
2794,3960397454,Caroline Jesus,3,2023,ATIVO,Antares,Maceió,26
2795,4217423280,Anthony Gabriel Sousa,4,2023,ATIVO,Jacarecica,Maceió,32
2796,5665492244,Stephany da Cruz,6,2026,ATIVO,Santos Dumont,Maceió,34
2797,1775393346,Theo da Costa,7,2024,ATIVO,Mutange,Maceió,28
2798,8485985592,Matteo Marques,4,2022,ATIVO,Santos Dumont,Maceió,21
2799,865530982,Antony Sampaio,2,2022,ATIVO,Santa Lúcia,Maceió,29
2800,3866894045,Luísa Guerra,4,2022,ATIVO,Ponta Verde,Maceió,29
2801,8294690534,Vitor Gabriel Cardoso,7,2023,EVADIDO,Chã de Bebedouro,Maceió,34
2802,1289307423,Pedro Henrique Vieira,5,2026,ATIVO,Ponta Verde,Maceió,21
2803,7399389990,Larissa Aragão,5,2024,ATIVO,Antares,Maceió,29
2804,5751213151,Manuela Moraes,5,2024,ATIVO,Cruz das Almas,Maceió,33
2805,6761494231,Heloísa Rocha,4,2022,TRANCADO,Ouro Preto,Maceió,22
2806,651903162,Léo Moura,7,2026,ATIVO,Riacho Doce,Maceió,32
2807,8533764945,Rodrigo das Neves,6,2023,ATIVO,Prado,Maceió,32
2808,8886144981,Joaquim Almeida,1,2023,ATIVO,Santa Amélia,Maceió,32
2809,2780921797,Ana Laura Nascimento,7,2026,ATIVO,Pajuçara,Maceió,27
2810,9642718153,Juliana da Rocha,3,2026,ATIVO,Gruta de Lourdes,Maceió,24
2811,4843787388,Renan Viana,1,2024,ATIVO,Pinheiro,Maceió,24
2812,9561810098,Ana Laura da Conceição,6,2025,ATIVO,Ponta Verde,Maceió,21
2813,4365929755,Anthony Gabriel Rodrigues,3,2022,ATIVO,Pitanguinha,Maceió,30
2814,7244074552,Marina Carvalho,5,2022,EVADIDO,Jatiúca,Maceió,20
2815,2807811464,Mariane Nunes,4,2023,ATIVO,Santa Lúcia,Maceió,26
2816,4617414239,Maria Flor Marques,7,2022,TRANCADO,Riacho Doce,Maceió,20
2817,81302756,Marcelo Duarte,6,2022,EVADIDO,Ouro Preto,Maceió,31
2818,1056192287,Matheus da Conceição,7,2022,ATIVO,Levada,Maceió,32
2819,5230635145,Juliana Silva,3,2024,EVADIDO,Serraria,Maceió,35
2820,7604655014,Benjamim Mendonça,2,2023,ATIVO,Jardim Brasil,Palmeira dos Índios,23
2821,6641397622,Igor Jesus,2,2026,ATIVO,Ponta Grossa,Maceió,24
2822,890399223,Gabriela Cardoso,5,2026,EVADIDO,Antares,Maceió,16
2823,3976842231,Lara Cavalcante,2,2025,EVADIDO,Pedro Sales de Barros,Olho d'Água das Flores,21
2824,1824308427,Vinícius Moreira,2,2025,ATIVO,Pitanguinha,Maceió,21
2825,4874984667,Ana Lívia Casa Grande,5,2024,ATIVO,Cidade Universitária,Maceió,26
2826,8820661203,Maria Flor Vargas,7,2026,ATIVO,Ponta Grossa,Maceió,28
2827,6083313231,Enrico Dias,1,2024,ATIVO,Prado,Maceió,25
2828,8911601776,Pedro da Costa,1,2026,ATIVO,Antares,Maceió,31
2829,1022535051,Gabriel Pacheco,3,2026,EVADIDO,Alto do Cruzeiro,Arapiraca,35
2830,4300715945,Maria Clara Farias,3,2024,ATIVO,Cidade Universitária,Maceió,22
2831,594932517,Isabela Gonçalves,3,2024,ATIVO,Santa Amélia,Maceió,16
2832,5289433663,Isabelly Lima,4,2025,ATIVO,Benedito Bentes,Maceió,35
2833,2412079535,Diogo Gonçalves,6,2025,ATIVO,Santo Amaro,Maceió,31
2834,2276141914,Gustavo Melo,5,2026,ATIVO,Santo Amaro,Maceió,29
2835,7734934524,Asafe Andrade,2,2023,ATIVO,Vergel do Lago,Maceió,35
2836,8882792448,Anthony Gabriel Pires,7,2022,ATIVO,Trapiche da Barra,Maceió,19
2837,1159570336,Pedro Lucas Cirino,4,2024,ATIVO,Rio Novo,Maceió,32
2838,7130855090,Manuela Rodrigues,4,2023,ATIVO,Antares,Maceió,17
2839,265143868,Luiz Gustavo Cavalcanti,4,2024,ATIVO,Jardim Brasil,Palmeira dos Índios,29
2840,396062280,Valentina Gonçalves,5,2025,TRANCADO,Jardim Petrópolis,Maceió,16
2841,5028363678,Noah Sá,4,2025,ATIVO,Ponta Grossa,Maceió,19
2842,4163215528,Ágatha Almeida,5,2022,ATIVO,Feitosa,Maceió,29
2843,7405029843,Maitê Costa,5,2024,ATIVO,Santa Amélia,Maceió,25
2844,519201670,Thiago Dias,6,2025,ATIVO,Jaraguá,Maceió,33
2845,4907013771,Daniela Mendes,3,2023,ATIVO,Vergel do Lago,Maceió,27
2846,5229405942,Rhavi Silveira,1,2023,ATIVO,Ponta Grossa,Maceió,20
2847,3154571353,Heloisa Guerra,2,2026,TRANCADO,Cruz das Almas,Maceió,16
2848,4465377547,Leandro Fernandes,7,2026,ATIVO,Mangabeiras,Maceió,34
2849,2970292181,Pedro Henrique Borges,4,2026,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores,23
2850,1278967804,João Lucas Aparecida,7,2023,ATIVO,Jatiúca,Maceió,18
2851,1493723587,Heloísa Araújo,1,2023,ATIVO,Canaã,Maceió,25
2852,1746978869,Maria Júlia Alves,7,2022,ATIVO,Benedito Bentes,Maceió,31
2853,8027532556,Luana Fonseca,4,2025,EVADIDO,Mutange,Maceió,19
2854,7302323463,Aylla da Mata,4,2022,ATIVO,Jatiúca,Maceió,35
2855,6779081505,Ana Cassiano,7,2022,ATIVO,Canaã,Maceió,16
2856,4737028474,Nina da Rosa,5,2024,ATIVO,Bebedouro,Maceió,31
2857,5217171008,Esther Macedo,3,2025,ATIVO,Tabuleiro do Martins,Maceió,28
2858,4312965760,Maria Eduarda Caldeira,3,2022,ATIVO,Santos Dumont,Maceió,32
2859,5235825924,José da Rocha,1,2024,ATIVO,Chã de Bebedouro,Maceió,23
2860,2934859201,Rael das Neves,5,2023,ATIVO,Feitosa,Maceió,20
2861,1233537447,Sofia Araújo,6,2022,ATIVO,Jardim Petrópolis,Maceió,28
2862,1641602593,Maitê Guerra,6,2023,TRANCADO,Bom Parto,Maceió,25
2863,7847223210,Stephany Barros,6,2026,ATIVO,Ipioca,Maceió,21
2864,5086393642,Clara Fernandes,6,2023,ATIVO,Petrópolis,Maceió,34
2865,4196768538,Noah Melo,1,2024,ATIVO,Vergel do Lago,Maceió,34
2866,205384292,Luiz Miguel Nascimento,4,2024,ATIVO,Antares,Maceió,22
2867,6073861182,Luana Brito,2,2025,ATIVO,Tabuleiro do Martins,Maceió,24
2868,1186055137,Caio Silva,6,2023,ATIVO,Chã da Jaqueira,Maceió,26
2869,4416762822,Julia Vieira,6,2024,ATIVO,Chã de Bebedouro,Maceió,32
2870,7274569868,Leandro Correia,3,2024,ATIVO,Pajuçara,Maceió,31
2871,9773300845,Gabriel Oliveira,1,2025,ATIVO,Pitanguinha,Maceió,18
2872,70807774,Théo Castro,5,2022,ATIVO,Poço,Maceió,32
2873,7535389974,Arthur Gabriel Silveira,4,2025,ATIVO,Serraria,Maceió,28
2874,3743370035,Ana Clara Sá,3,2024,ATIVO,São Jorge,Maceió,19
2875,2312885333,Henrique da Cruz,6,2026,ATIVO,Levada,Maceió,19
2876,5513472689,Dante Nunes,3,2022,ATIVO,Guaxuma,Maceió,19
2877,743696286,João Gabriel Nunes,3,2026,ATIVO,Guaxuma,Maceió,32
2878,5047005726,Ravi Lucca Barros,6,2023,ATIVO,Bebedouro,Maceió,16
2879,5534340198,Otto Duarte,1,2025,ATIVO,Tabuleiro do Martins,Maceió,27
2880,6659095530,Diogo Costela,3,2025,TRANCADO,Barro Duro,Maceió,19
2881,2624049411,Aylla da Cruz,7,2025,ATIVO,Mutange,Maceió,28
2882,7964546449,Marina Castro,1,2024,ATIVO,Antares,Maceió,26
2883,9296665450,Aylla Mendes,7,2024,ATIVO,Mutange,Maceió,35
2884,6642189467,Kevin Correia,2,2024,ATIVO,Santos Dumont,Maceió,24
2885,9099002861,Maria Clara da Rosa,4,2022,ATIVO,Ponta da Terra,Maceió,21
2886,3831692290,Sophie da Cunha,4,2024,ATIVO,Rio Novo,Maceió,34
2887,2761592056,Arthur Miguel Mendonça,3,2025,EVADIDO,Santa Lúcia,Maceió,24
2888,1177372245,Francisco Farias,3,2022,ATIVO,Clima Bom,Maceió,20
2889,2614071743,Maria Julia Fogaça,5,2023,ATIVO,Garça Torta,Maceió,17
2890,6823860738,Ian Barros,6,2024,ATIVO,Cruz das Almas,Maceió,31
2891,8183716743,Bruna das Neves,6,2025,EVADIDO,Serraria,Maceió,32
2892,7504861382,Bruno da Cunha,4,2024,EVADIDO,Trapiche da Barra,Maceió,30
2893,1202072475,Bruna Cirino,4,2023,ATIVO,Pinheiro,Maceió,24
2894,5611703587,Alice Borges,7,2023,ATIVO,Mangabeiras,Maceió,33
2895,681443137,Lucas Gabriel Pacheco,3,2026,ATIVO,Chã da Jaqueira,Maceió,24
2896,2985858979,Levi Peixoto,2,2023,ATIVO,Barro Duro,Maceió,29
2897,3579610476,Fernando Campos,6,2024,ATIVO,Levada,Maceió,19
2898,4798979988,Mariane Rocha,7,2024,ATIVO,Ponta da Terra,Maceió,30
2899,6547663617,Bento Almeida,2,2026,TRANCADO,Chã da Jaqueira,Maceió,35
2900,1502555767,Sofia Siqueira,7,2023,TRANCADO,Centro,Maceió,27
2901,6230414553,Jade Brito,6,2023,TRANCADO,Levada,Maceió,31
2902,6522600827,Ana Sampaio,7,2026,TRANCADO,Garça Torta,Maceió,17
2903,9771357924,Luana Rocha,6,2026,ATIVO,Ponta Verde,Maceió,18
2904,5177567626,Maria Flor Castro,2,2023,ATIVO,Pinheiro,Maceió,28
2905,5921725051,Luna da Cunha,3,2025,ATIVO,Ponta Grossa,Maceió,16
2906,4974039057,Luiz Miguel Martins,5,2025,TRANCADO,Bom Parto,Maceió,33
2907,1840303471,Vitor Gabriel da Mota,2,2025,ATIVO,Chã de Bebedouro,Maceió,19
2908,5936532113,Bruna das Neves,7,2026,ATIVO,Levada,Maceió,21
2909,1594621099,Yuri Ferreira,7,2026,ATIVO,Gruta de Lourdes,Maceió,27
2910,5512912261,Giovanna Rezende,4,2026,ATIVO,Jardim Petrópolis,Maceió,16
2911,6282878576,João Pedro Moraes,1,2024,ATIVO,Santa Amélia,Maceió,19
2912,3611111228,Lara Araújo,4,2026,EVADIDO,Levada,Maceió,25
2913,9821174093,Alexandre Macedo,7,2023,TRANCADO,Pajuçara,Maceió,19
2914,5145488794,Henry Teixeira,2,2024,ATIVO,Jaraguá,Maceió,17
2915,6021534113,Raul Sales,2,2024,ATIVO,Rio Novo,Maceió,31
2916,4218014694,Esther Alves,2,2024,ATIVO,Pontal da Barra,Maceió,34
2917,8495167245,Enzo Gabriel Azevedo,1,2026,ATIVO,Pitanguinha,Maceió,30
2918,2619578417,Juan Cavalcanti,1,2024,ATIVO,São Luiz II,Arapiraca,26
2919,5601540164,Evelyn Oliveira,7,2024,TRANCADO,Clima Bom,Maceió,24
2920,3351245467,Esther Pires,5,2026,ATIVO,Benedito Bentes,Maceió,30
2921,7271856813,Rafaela Santos,6,2026,ATIVO,Jacintinho,Maceió,27
2922,480475304,Matheus Teixeira,3,2024,ATIVO,Bom Parto,Maceió,23
2923,6344322722,Apollo Lima,7,2022,ATIVO,Serraria,Maceió,30
2924,3339931104,Théo Sousa,2,2023,EVADIDO,Benedito Bentes,Maceió,35
2925,395118058,Lunna Gonçalves,6,2023,EVADIDO,Centro,Maceió,32
2926,4164539732,Sabrina Almeida,5,2022,ATIVO,Rio Novo,Maceió,25
2927,6175684583,Luísa Martins,3,2026,TRANCADO,Porto de Vacas,Barra de São Miguel,24
2928,3076975017,Vicente Alves,3,2025,ATIVO,Vergel do Lago,Maceió,28
2929,4898054049,Theo Sales,7,2024,ATIVO,Trapiche da Barra,Maceió,23
2930,3902391104,Maria Clara da Paz,3,2023,ATIVO,Prado,Maceió,20
2931,3570224214,Lorena Nogueira,7,2024,ATIVO,Poço,Maceió,35
2932,7823805920,Rodrigo Pastor,4,2026,ATIVO,Ponta da Terra,Maceió,33
2933,9094310246,Maitê Aparecida,5,2026,ATIVO,Serraria,Maceió,25
2934,2032671393,Bento da Conceição,7,2024,ATIVO,Cidade Universitária,Maceió,18
2935,1043506314,Olivia Fonseca,2,2023,ATIVO,Bebedouro,Maceió,28
2936,1336081579,Pedro Henrique Cassiano,3,2025,ATIVO,Garça Torta,Maceió,30
2937,771826159,Henrique Dias,1,2023,ATIVO,Pitanguinha,Maceió,28
2938,7042802975,Matteo Vasconcelos,2,2022,ATIVO,Canaã,Maceió,33
2939,9895994577,Henry Gabriel Leão,7,2025,ATIVO,Pitanguinha,Maceió,29
2940,5467982172,Dante Vasconcelos,5,2022,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores,22
2941,1938299412,Julia Aragão,7,2026,ATIVO,Santa Amélia,Maceió,19
2942,1305094935,Rodrigo Rodrigues,3,2022,ATIVO,Benedito Bentes,Maceió,31
2943,1688894553,Vinícius Nascimento,7,2026,ATIVO,Pontal da Barra,Maceió,33
2944,5586135834,Enzo Gabriel Martins,1,2023,EVADIDO,Pescaria,Maceió,28
2945,2685151789,Isaque Siqueira,2,2022,ATIVO,Primavera,Arapiraca,30
2946,9829595122,Sabrina Pacheco,5,2025,TRANCADO,Ponta Verde,Maceió,27
2947,3752026652,Gabriela Martins,3,2026,ATIVO,Ponta Grossa,Maceió,32
2948,7406510037,Antonella Pinto,3,2022,ATIVO,Jacintinho,Maceió,25
2949,806422089,Bruno Siqueira,2,2024,TRANCADO,Petrópolis,Maceió,31
2950,3269182414,Ana Laura Dias,1,2025,ATIVO,Pinheiro,Maceió,27
2951,6187217583,Esther Caldeira,6,2023,EVADIDO,Pitanguinha,Maceió,26
2952,1492026092,Benjamim Siqueira,1,2025,ATIVO,Ouro Preto,Maceió,28
2953,1347165142,Manuela Ribeiro,6,2022,ATIVO,São Jorge,Maceió,33
2954,7202876286,Carlos Eduardo Aparecida,5,2023,ATIVO,Barro Duro,Maceió,32
2955,8049917580,Antonella Moura,7,2024,ATIVO,Barro Duro,Maceió,19
2956,6350863484,João Lucas Cardoso,1,2025,ATIVO,Pajuçara,Maceió,16
2957,1852600879,Ana Sophia Sampaio,5,2022,ATIVO,Santa Lúcia,Maceió,20
2958,4296536181,André Siqueira,3,2026,ATIVO,Canaã,Maceió,21
2959,1773369301,Rodrigo Aragão,6,2023,ATIVO,Santos Dumont,Maceió,18
2960,9937186688,Pedro Miguel Mendes,7,2026,ATIVO,Ouro Preto,Arapiraca,32
2961,7369583544,Gustavo Henrique Jesus,3,2026,ATIVO,Barro Duro,Maceió,20
2962,5571275271,Alícia Abreu,7,2024,TRANCADO,Chã da Jaqueira,Maceió,17
2963,9769190889,Benjamin Sá,1,2026,ATIVO,Ipioca,Maceió,20
2964,9519225625,Fernando Mendes,7,2025,ATIVO,Jacintinho,Maceió,31
2965,4730369071,Evelyn Fonseca,2,2022,ATIVO,Santos Dumont,Maceió,30
2966,1395506774,Enrico Oliveira,7,2024,ATIVO,Antares,Maceió,35
2967,9351660208,Otávio Cunha,6,2022,ATIVO,Pontal da Barra,Maceió,27
2968,3546178341,Maria Isis Rezende,4,2025,ATIVO,Pajuçara,Maceió,18
2969,7372348925,Francisco da Costa,5,2026,EVADIDO,Mutange,Maceió,31
2970,2537038989,Danilo Sales,6,2022,ATIVO,Poço,Maceió,31
2971,8796263109,Caleb Gomes,6,2023,EVADIDO,Santos Dumont,Maceió,18
2972,2760195034,Dante Moura,6,2025,ATIVO,Cruz das Almas,Maceió,30
2973,7722268937,Larissa Moreira,5,2025,TRANCADO,Petrópolis,Maceió,33
2974,7803607051,Enzo Gabriel da Mata,3,2022,TRANCADO,Clima Bom,Maceió,27
2975,6024782399,Isaque Nunes,2,2026,ATIVO,Tabuleiro do Martins,Maceió,35
2976,5457188231,Sara Moraes,5,2022,ATIVO,Barro Duro,Maceió,16
2977,2759722114,Clarice Cassiano,4,2025,ATIVO,Cavaco,Arapiraca,17
2978,2744977742,Bento Costa,3,2022,ATIVO,Canaã,Maceió,20
2979,2596645418,Brayan Moura,5,2025,ATIVO,Trapiche da Barra,Maceió,20
2980,2869308866,Maria Helena Camargo,1,2024,ATIVO,Farol,Maceió,30
2981,406529069,Fernanda Camargo,6,2022,ATIVO,Feitosa,Maceió,27
2982,3025927244,José Vieira,4,2026,ATIVO,São Jorge,Maceió,32
2983,7828639095,Maria Helena Silva,2,2022,ATIVO,Riacho Doce,Maceió,21
2984,912930433,Cecilia Macedo,7,2024,ATIVO,Chã de Bebedouro,Maceió,30
2985,1248346185,Maria Isis Fogaça,7,2023,EVADIDO,Pescaria,Maceió,27
2986,9754258125,Apollo Jesus,2,2025,ATIVO,Pontal da Barra,Maceió,21
2987,6374636112,Augusto Guerra,5,2024,TRANCADO,Clima Bom,Maceió,32
2988,5278881785,Renan Peixoto,4,2024,ATIVO,Chã da Jaqueira,Maceió,26
2989,6811081192,Ana Clara Sá,7,2023,ATIVO,Pinheiro,Maceió,33
2990,2594682449,Oliver Siqueira,4,2022,EVADIDO,Feitosa,Maceió,26
2991,7170747803,Eloá Azevedo,1,2025,EVADIDO,Trapiche da Barra,Maceió,28
2992,8162530134,Mathias Silveira,6,2023,ATIVO,Jatiúca,Maceió,28
2993,5635790654,Levi Garcia,4,2022,ATIVO,Guaxuma,Maceió,25
2994,5764153762,Nina Sampaio,4,2022,ATIVO,Feitosa,Maceió,28
2995,5045826516,Ana Liz Aragão,7,2026,ATIVO,Centro,Maceió,34
2996,9247381392,Isabelly Pastor,4,2023,ATIVO,Ipioca,Maceió,21
2997,2368582568,Hellena Sampaio,1,2023,ATIVO,Mutange,Maceió,28
2998,8476359492,Lunna Moraes,1,2024,EVADIDO,Bom Parto,Maceió,35
2999,5273142654,Pedro Lucas Ribeiro,7,2024,ATIVO,Chã da Jaqueira,Maceió,18
3000,4006254212,Helena Sampaio,7,2023,ATIVO,Guaxuma,Maceió,35
3001,9441107804,Bryan Pires,4,2023,EVADIDO,Poço,Maceió,29
3002,3260767213,Ana Lívia Souza,2,2024,ATIVO,Pinheiro,Maceió,22
3003,7155593742,Théo Silva,4,2025,ATIVO,Levada,Maceió,23
3004,6533582423,Aylla Albuquerque,5,2022,ATIVO,Alto de São Marcos,Barra de São Miguel,29
3005,2937492271,Thales Monteiro,1,2023,ATIVO,Clima Bom,Maceió,30
3006,3348427281,Pedro Lucas da Costa,3,2026,ATIVO,Bom Parto,Maceió,28
3007,6525301291,Manuella Nogueira,4,2026,ATIVO,Ponta Verde,Maceió,27
3008,2117136943,Francisco Pereira,6,2022,ATIVO,Poço,Maceió,22
3009,8515784117,Sophie Ramos,5,2022,ATIVO,Bebedouro,Maceió,34
3010,4077421990,Isabella Ramos,1,2023,EVADIDO,Ipioca,Maceió,20
3011,1817822207,Diogo Lopes,3,2022,ATIVO,Benedito Bentes,Maceió,27
3012,5104248439,Melissa Borges,4,2024,ATIVO,Santo Antônio,Penedo,19
3013,299736232,Carolina Martins,2,2023,ATIVO,Garça Torta,Maceió,20
3014,9024716204,Lívia Dias,1,2022,ATIVO,Ouro Preto,Maceió,34
3015,3614649211,Isaque Caldeira,7,2026,ATIVO,Ponta da Terra,Maceió,25
3016,9076958736,Luara Casa Grande,4,2026,TRANCADO,Mangabeiras,Maceió,20
3017,3856652417,Ana Julia Moreira,1,2023,TRANCADO,Canaã,Maceió,20
3018,2286353983,Cauã Ramos,6,2025,ATIVO,Garça Torta,Maceió,30
3019,4393133970,Lorenzo Sá,4,2024,EVADIDO,Guaxuma,Maceió,16
3020,9459865402,Luana Alves,7,2023,ATIVO,Bebedouro,Maceió,33
3021,5179611293,Arthur Gabriel Pastor,7,2022,TRANCADO,São Jorge,Maceió,30
3022,5444412325,Otto Rocha,2,2025,ATIVO,Praia das Conchas,Barra de São Miguel,17
3023,3349638251,Milena Marques,5,2023,TRANCADO,Trapiche da Barra,Maceió,34
3024,5949135114,Apollo Brito,1,2025,ATIVO,Pescaria,Maceió,22
3025,6995304830,Isis Peixoto,5,2025,EVADIDO,Petrópolis,Maceió,17
3026,9510674306,Bryan Marques,7,2022,ATIVO,Santa Amélia,Maceió,30
3027,4884961311,Antônio Duarte,5,2025,ATIVO,Santos Dumont,Maceió,26
3028,3023556967,Luigi da Rocha,3,2025,ATIVO,Jaraguá,Maceió,22
